Date,GMERTRB
2018-01-03,43.2308
2018-01-02,52.3722
2017-12-31,45.2478
2017-12-30,45.1307
2017-12-29,45.9197
2017-12-28,49.0781
2017-12-27,46.5377
2017-12-24,53.4109
2017-12-23,51.3665
2017-12-22,46.8395
2017-12-21,65.8541
2017-12-20,67.4475
2017-12-19,77.758
2017-12-18,66.7596
2017-12-17,67.6919
2017-12-16,55.9246
2017-12-15,57.8926
2017-12-14,62.4289
2017-12-13,76.6772
2017-12-12,110.9783
2017-12-11,73.9919
2017-12-10,65.4392
2017-12-09,57.9687
2017-12-08,64.9786
2017-12-07,66.5446
2017-12-06,80.3868
2017-12-05,87.9085
2017-12-04,89.8061
2017-12-03,81.0558
2017-12-02,60.8372
2017-12-01,69.2094
2017-11-30,78.6741
2017-11-29,68.8675
2017-11-28,76.9318
2017-11-27,74.7055
2017-11-26,58.8838
2017-11-25,50.5715
2017-11-24,54.6249
2017-11-23,67.4974
2017-11-22,70.811
2017-11-21,68.5124
2017-11-20,65.6713
2017-11-19,68.0079
2017-11-18,58.1237
2017-11-17,58.1936
2017-11-16,68.0795
2017-11-15,74.6332
2017-11-14,74.8846
2017-11-13,79.3713
2017-11-12,66.2847
2017-11-11,54.0143
2017-11-10,62.2567
2017-11-09,82.4092
2017-11-08,86.1526
2017-11-07,73.6412
2017-11-06,64.7394
2017-11-05,64.0056
2017-11-04,52.9443
2017-11-03,52.4517
2017-11-02,60.3547
2017-11-01,59.6623
2017-10-31,55.8262
2017-10-30,59.1651
2017-10-29,54.8352
2017-10-28,48.2847
2017-10-27,50.0201
2017-10-26,60.4474
2017-10-25,61.3335
2017-10-24,60.7842
2017-10-23,54.7279
2017-10-22,51.1243
2017-10-21,47.6164
2017-10-20,55.5239
2017-10-19,57.9807
2017-10-18,58.7606
2017-10-17,57.7195
2017-10-16,57.0934
2017-10-15,53.159
2017-10-14,43.794
2017-10-13,48.9521
2017-10-12,56.3416
2017-10-11,57.5673
2017-10-10,60.7456
2017-10-09,65.0261
2017-10-08,58.8811
2017-10-07,46.8934
2017-10-06,43.8423
2017-10-05,55.224
2017-10-04,56.6625
2017-10-03,55.7607
2017-10-02,54.0889
2017-10-01,54.3123
2017-09-30,47.9649
2017-09-29,46.4403
2017-09-28,53.1017
2017-09-27,52.1519
2017-09-26,50.6988
2017-09-25,52.3275
2017-09-24,53.1488
2017-09-23,44.878
2017-09-22,50.0317
2017-09-21,54.1813
2017-09-20,52.7214
2017-09-19,45.2186
2017-09-18,45.7075
2017-09-17,47.8542
2017-09-16,40.4888
2017-09-15,42.1951
2017-09-14,49.5543
2017-09-13,46.7442
2017-09-12,52.744
2017-09-11,46.0712
2017-09-10,47.6556
2017-09-09,41.8355
2017-09-08,44.8618
2017-09-07,51.3972
2017-09-06,53.3523
2017-09-05,49.8842
2017-09-04,53.7136
2017-09-03,49.6885
2017-09-02,38.7109
2017-09-01,44.3076
2017-08-31,56.1819
2017-08-30,56.7845
2017-08-29,65.9911
2017-08-28,60.4168
2017-08-27,72.9221
2017-08-26,46.6575
2017-08-25,51.9473
2017-08-24,53.7678
2017-08-23,51.0386
2017-08-22,51.0301
2017-08-21,51.3857
2017-08-20,48.5894
2017-08-19,41.8884
2017-08-18,47.5216
2017-08-17,49.6401
2017-08-16,50.4329
2017-08-14,41.9018
2017-08-13,43.5352
2017-08-12,39.9703
2017-08-11,48.9678
2017-08-10,44.3881
2017-08-09,50.5739
2017-08-08,61.4332
2017-08-07,51.7828
2017-08-06,51.8751
2017-08-05,46.8361
2017-08-04,55.0789
2017-08-03,94.7003
2017-08-02,104.7259
2017-08-01,77.4748
2017-07-31,63.7906
2017-07-30,65.4728
2017-07-29,44.5156
2017-07-28,50.0558
2017-07-27,50.8522
2017-07-26,53.6758
2017-07-25,50.6808
2017-07-24,46.6802
2017-07-23,50.685
2017-07-22,42.4289
2017-07-21,44.7162
2017-07-20,57.5303
2017-07-19,56.5674
2017-07-18,56.6185
2017-07-17,52.4718
2017-07-16,49.061
2017-07-15,37.2936
2017-07-14,44.834
2017-07-13,56.7199
2017-07-12,58.3211
2017-07-11,63.5772
2017-07-10,55.7053
2017-07-09,52.0011
2017-07-08,45.5466
2017-07-07,51.0585
2017-07-06,51.4744
2017-07-05,49.4541
2017-07-04,49.4201
2017-07-03,46.5965
2017-07-02,41.7938
2017-07-01,37.1907
2017-06-30,46.6843
2017-06-29,47.2861
2017-06-28,46.4712
2017-06-27,48.0214
2017-06-26,49.6145
2017-06-25,51.6688
2017-06-24,43.6483
2017-06-23,48.8283
2017-06-22,61.3929
2017-06-21,59.5937
2017-06-20,59.3113
2017-06-19,56.8341
2017-06-18,49.3076
2017-06-17,35.7739
2017-06-16,48.318
2017-06-15,55.4489
2017-06-14,54.4861
2017-06-13,55.417
2017-06-12,49.0218
2017-06-11,50.3954
2017-06-10,42.2291
2017-06-09,42.3306
2017-06-08,46.2256
2017-06-07,43.2757
2017-06-06,44.7343
2017-06-05,49.394
2017-06-04,51.7526
2017-06-03,37.3591
2017-06-02,45.8836
2017-06-01,41.6789
2017-05-31,50.1979
2017-05-30,48.2923
2017-05-29,49.3404
2017-05-28,41.8993
2017-05-27,32.5895
2017-05-26,39.447
2017-05-25,44.1578
2017-05-24,46.8237
2017-05-23,45.2674
2017-05-22,45.1895
2017-05-21,44.426
2017-05-20,29.7442
2017-05-19,37.21
2017-05-18,39.8696
2017-05-17,46.4002
2017-05-16,41.1536
2017-05-15,39.8257
2017-05-14,41.753
2017-05-13,38.3342
2017-05-12,43.4967
2017-05-11,41.901
2017-05-10,45.554
2017-05-09,48.1119
2017-05-08,43.1997
2017-05-07,47.2448
2017-05-06,35.6507
2017-05-05,44.1635
2017-05-04,46.1463
2017-05-03,48.1764
2017-05-02,49.4866
2017-05-01,50.2394
2017-04-30,39.8344
2017-04-29,39.0848
2017-04-28,40.3869
2017-04-27,43.4024
2017-04-26,46.8806
2017-04-25,45.9236
2017-04-24,39.9404
2017-04-23,51.7647
2017-04-22,40.4212
2017-04-21,44.8074
2017-04-20,45.8095
2017-04-19,42.6775
2017-04-18,42.9886
2017-04-16,36.1184
2017-04-15,37.423
2017-04-13,41.2472
2017-04-12,40.3147
2017-04-11,44.6033
2017-04-10,41.4544
2017-04-09,42.8777
2017-04-08,41.0519
2017-04-07,41.4856
2017-04-06,44.3686
2017-04-05,44.5602
2017-04-04,51.9041
2017-04-03,47.2792
2017-04-02,43.0919
2017-04-01,39.3
2017-03-31,41.7965
2017-03-30,42.6328
2017-03-29,40.0535
2017-03-28,42.2251
2017-03-27,42.586
2017-03-26,40.3696
2017-03-25,40.3289
2017-03-24,43.5796
2017-03-23,45.3736
2017-03-22,43.2548
2017-03-21,47.2291
2017-03-20,47.9173
2017-03-19,50.3865
2017-03-18,41.1565
2017-03-17,40.3223
2017-03-16,46.5805
2017-03-15,42.5535
2017-03-14,44.3579
2017-03-13,45.3395
2017-03-12,47.3729
2017-03-11,44.5422
2017-03-10,35.6468
2017-03-09,45.2521
2017-03-08,44.3203
2017-03-07,44.2761
2017-03-06,46.5104
2017-03-05,43.9099
2017-03-04,49.3336
2017-03-03,44.9934
2017-03-02,48.2531
2017-03-01,50.1826
2017-02-28,47.3579
2017-02-27,48.968
2017-02-26,51.2375
2017-02-25,47.3973
2017-02-24,48.8711
2017-02-23,49.7011
2017-02-22,50.7875
2017-02-21,49.3954
2017-02-20,53.1101
2017-02-19,63.4146
2017-02-18,49.532
2017-02-17,48.4691
2017-02-16,53.3591
2017-02-15,55.2176
2017-02-14,52.1779
2017-02-13,53.9531
2017-02-12,54.4935
2017-02-11,50.5475
2017-02-10,55.9029
2017-02-09,65.1172
2017-02-08,61.6054
2017-02-07,63.0331
2017-02-06,60.7997
2017-02-05,66.1597
2017-02-04,49.069
2017-02-03,51.132
2017-02-02,62.976
2017-02-01,64.683
2017-01-31,73.928
2017-01-30,75.825
2017-01-29,75.227
2017-01-28,59.335
2017-01-27,60.9732
2017-01-26,72.8489
2017-01-25,94.5692
2017-01-24,101.5641
2017-01-23,99.7177
2017-01-22,87.0167
2017-01-21,65.647
2017-01-20,64.6897
2017-01-19,84.748
2017-01-18,82.5951
2017-01-17,81.8001
2017-01-16,92.5577
2017-01-15,80.683
2017-01-14,62.26
2017-01-13,62.8981
2017-01-12,77.4846
2017-01-11,82.5418
2017-01-10,77.5688
2017-01-09,82.5628
2017-01-08,65.5273
2017-01-07,56.672
2017-01-06,56.7235
2017-01-05,54.4176
2017-01-04,54.362
2017-01-03,60.9129
2017-01-02,55.9092
2017-01-01,58.9856
2016-12-31,50.734
2016-12-30,51.8696
2016-12-29,56.189
2016-12-28,46.2538
2016-12-27,48.7206
2016-12-26,56.3603
2016-12-25,47.7124
2016-12-24,43.023
2016-12-23,50.4597
2016-12-22,56.0533
2016-12-21,65.1287
2016-12-20,63.3855
2016-12-19,61.8265
2016-12-18,61.2536
2016-12-17,51.485
2016-12-16,52.0615
2016-12-15,59.8112
2016-12-14,63.8692
2016-12-13,63.338
2016-12-12,59.467
2016-12-11,57.1864
2016-12-10,51.63
2016-12-09,51.1927
2016-12-08,54.3404
2016-12-07,51.7501
2016-12-06,57.9935
2016-12-05,64.1135
2016-12-04,61.918
2016-12-03,44.857
2016-12-02,54.969
2016-12-01,67.3684
2016-11-30,74.4603
2016-11-29,67.3059
2016-11-28,56.551
2016-11-27,57.429
2016-11-26,42.549
2016-11-25,47.3245
2016-11-24,52.6762
2016-11-23,53.2983
2016-11-22,53.403
2016-11-21,56.7555
2016-11-20,54.9037
2016-11-19,49.436
2016-11-18,52.754
2016-11-17,58.234
2016-11-16,61.382
2016-11-15,68.275
2016-11-14,80.048
2016-11-13,78.42
2016-11-12,56.062
2016-11-11,53.4771
2016-11-10,56.5634
2016-11-09,61.6065
2016-11-08,64.9648
2016-11-07,65.0888
2016-11-06,70.323
2016-11-05,45.278
2016-11-04,49.5108
2016-11-03,65.8082
2016-11-02,60.4804
2016-11-01,58.957
2016-10-31,50.952
2016-10-30,49.027
2016-10-29,49.357
2016-10-28,50.0959
2016-10-27,55.24
2016-10-26,56.9261
2016-10-25,66.8371
2016-10-24,70.1751
2016-10-23,65.7424
2016-10-22,49.5805
2016-10-21,55.0538
2016-10-20,65.7832
2016-10-19,65.4682
2016-10-18,59.8477
2016-10-17,59.8333
2016-10-16,54.7694
2016-10-15,41.778
2016-10-14,44.084
2016-10-13,53.6311
2016-10-12,56.207
2016-10-11,54.744
2016-10-10,58.8428
2016-10-09,52.2803
2016-10-08,41.1493
2016-10-07,44.0848
2016-10-06,53.531
2016-10-05,50.1508
2016-10-04,45.5491
2016-10-03,45.2211
2016-10-02,45.4142
2016-10-01,39.503
2016-09-30,45.7357
2016-09-29,43.5068
2016-09-28,42.9375
2016-09-27,44.2156
2016-09-26,42.9328
2016-09-25,42.6141
2016-09-24,36.4805
2016-09-23,39.2505
2016-09-22,44.9566
2016-09-21,41.7889
2016-09-20,43.1152
2016-09-19,41.8639
2016-09-18,39.6044
2016-09-17,34.2954
2016-09-16,37.8896
2016-09-15,44.0237
2016-09-14,45.9743
2016-09-13,44.3159
2016-09-12,45.5913
2016-09-11,45.7379
2016-09-10,35.6751
2016-09-09,37.3769
2016-09-08,41.529
2016-09-07,46.6228
2016-09-06,59.9584
2016-09-05,45.4483
2016-09-04,44.2567
2016-09-03,36.8976
2016-09-02,39.9408
2016-09-01,49.7794
2016-08-31,48.2289
2016-08-30,44.1442
2016-08-29,42.3868
2016-08-28,41.4316
2016-08-27,36.0629
2016-08-26,36.6366
2016-08-25,38.8645
2016-08-24,34.7765
2016-08-23,35.3538
2016-08-22,34.152
2016-08-21,35.6361
2016-08-20,36.8481
2016-08-19,34.9591
2016-08-18,37.6749
2016-08-17,35.0459
2016-08-16,36.1995
2016-08-14,34.2902
2016-08-13,31.7744
2016-08-12,30.1688
2016-08-11,33.7812
2016-08-10,36.0847
2016-08-09,34.0051
2016-08-08,37.1954
2016-08-07,39.1465
2016-08-06,33.4879
2016-08-05,36.9636
2016-08-04,40.6776
2016-08-03,41.3224
2016-08-02,40.8746
2016-08-01,40.8982
2016-07-31,40.3568
2016-07-30,39.1029
2016-07-29,39.3717
2016-07-28,41.2712
2016-07-27,43.7142
2016-07-26,42.4734
2016-07-25,43.3659
2016-07-24,43.4986
2016-07-23,37.5386
2016-07-22,42.485
2016-07-21,42.8133
2016-07-20,46.5651
2016-07-19,40.9572
2016-07-18,40.7982
2016-07-17,39.5856
2016-07-16,29.0734
2016-07-15,29.7371
2016-07-14,39.5299
2016-07-13,42.8832
2016-07-12,49.0566
2016-07-11,71.747
2016-07-10,54.2373
2016-07-09,38.8431
2016-07-08,38.7094
2016-07-07,47.9486
2016-07-06,45.9659
2016-07-05,44.9842
2016-07-04,45.0365
2016-07-03,46.1746
2016-07-02,35.1646
2016-07-01,44.4772
2016-06-30,41.2519
2016-06-29,47.4243
2016-06-28,38.8901
2016-06-27,37.2097
2016-06-26,39.6784
2016-06-25,31.1009
2016-06-24,32.0604
2016-06-23,45.4002
2016-06-22,36.7607
2016-06-21,39.784
2016-06-20,36.3601
2016-06-19,35.2213
2016-06-18,29.2067
2016-06-17,31.1093
2016-06-16,31.6454
2016-06-15,34.0968
2016-06-14,37.8967
2016-06-13,32.8788
2016-06-12,34.8407
2016-06-11,29.6583
2016-06-10,32.2679
2016-06-09,40.7245
2016-06-08,41.4145
2016-06-07,39.1305
2016-06-06,40.8457
2016-06-05,38.0239
2016-06-04,36.5537
2016-06-03,37.853
2016-06-02,40.0076
2016-06-01,33.5316
2016-05-31,42.1964
2016-05-30,38.7927
2016-05-29,40.126
2016-05-28,31.5867
2016-05-27,31.5796
2016-05-26,37.5566
2016-05-25,39.8413
2016-05-24,34.6008
2016-05-23,29.981
2016-05-22,32.5791
2016-05-21,28.657
2016-05-20,25.5923
2016-05-19,35.1143
2016-05-18,37.7391
2016-05-17,37.9363
2016-05-16,35.8714
2016-05-15,34.8039
2016-05-14,28.7579
2016-05-13,31.6582
2016-05-12,33.8396
2016-05-11,35.5493
2016-05-10,41.7337
2016-05-09,38.5259
2016-05-08,36.7542
2016-05-07,32.2026
2016-05-06,35.8676
2016-05-05,37.2256
2016-05-04,35.5754
2016-05-03,34.905
2016-05-02,33.4762
2016-05-01,37.5849
2016-04-30,32.2104
2016-04-29,35.6759
2016-04-28,35.5419
2016-04-27,40.2334
2016-04-26,34.4534
2016-04-25,33.7814
2016-04-24,28.0439
2016-04-23,26.0648
2016-04-22,33.653
2016-04-21,31.926
2016-04-20,33.6152
2016-04-19,24.9903
2016-04-18,29.1746
2016-04-17,34.0474
2016-04-16,32.4876
2016-04-15,30.1664
2016-04-14,31.5874
2016-04-13,31.6969
2016-04-12,33.0247
2016-04-11,30.891
2016-04-10,29.5034
2016-04-09,28.8394
2016-04-08,29.8649
2016-04-07,30.8525
2016-04-06,29.9912
2016-04-05,30.9797
2016-04-04,31.8543
2016-04-03,34.1889
2016-04-02,33.0716
2016-04-01,35.7362
2016-03-31,33.758
2016-03-30,31.9503
2016-03-29,32.7587
2016-03-27,33.9315
2016-03-26,33.526
2016-03-24,31.1725
2016-03-23,31.5082
2016-03-22,33.9826
2016-03-21,34.3688
2016-03-20,34.3965
2016-03-19,31.6722
2016-03-18,33.4881
2016-03-17,37.3494
2016-03-16,36.5151
2016-03-15,42.0861
2016-03-14,40.4836
2016-03-13,34.1299
2016-03-12,30.5993
2016-03-11,34.7413
2016-03-10,36.5537
2016-03-09,40.0866
2016-03-08,37.8915
2016-03-07,39.3364
2016-03-06,37.5965
2016-03-05,34.6505
2016-03-04,34.7253
2016-03-03,35.5569
2016-03-02,32.7416
2016-03-01,35.0158
2016-02-29,34.815
2016-02-28,33.3363
2016-02-27,27.8824
2016-02-26,34.3913
2016-02-25,37.3233
2016-02-24,37.1169
2016-02-23,36.1835
2016-02-22,36.0235
2016-02-21,36.8376
2016-02-20,27.1989
2016-02-19,35.0203
2016-02-18,36.3043
2016-02-17,38.7655
2016-02-16,39.5531
2016-02-15,40.112
2016-02-14,39.3524
2016-02-13,34.9539
2016-02-12,31.6679
2016-02-11,38.2152
2016-02-10,37.6558
2016-02-09,34.888
2016-02-08,37.3175
2016-02-07,39.2747
2016-02-06,37.6006
2016-02-05,40.4817
2016-02-04,39.2782
2016-02-03,37.8343
2016-02-02,40.076
2016-02-01,44.6203
2016-01-31,42.8838
2016-01-30,28.0592
2016-01-29,42.8
2016-01-28,47.2992
2016-01-27,47.7628
2016-01-26,47.2902
2016-01-25,47.7178
2016-01-24,47.8691
2016-01-23,41.017
2016-01-22,45.7003
2016-01-21,53.5696
2016-01-20,60.1411
2016-01-19,62.6514
2016-01-18,64.0852
2016-01-17,50.0101
2016-01-16,38.5057
2016-01-15,43.5744
2016-01-14,44.8812
2016-01-13,48.9573
2016-01-12,45.4435
2016-01-11,47.2407
2016-01-10,43.8826
2016-01-09,36.5419
2016-01-08,42.2787
2016-01-07,49.3755
2016-01-06,53.1234
2016-01-05,46.5703
2016-01-04,43.7876
2016-01-03,43.7853
2016-01-02,36.276
2015-12-31,44.2431
2015-12-30,48.5874
2015-12-29,43.8593
2015-12-28,45.1987
2015-12-27,47.9012
2015-12-26,48.6444
2015-12-25,39.5497
2015-12-24,40.3172
2015-12-23,47.7892
2015-12-22,52.9464
2015-12-21,54.565
2015-12-20,57.5938
2015-12-19,47.8136
2015-12-18,54.921
2015-12-17,63.1643
2015-12-16,63.1537
2015-12-15,69.6647
2015-12-14,64.5485
2015-12-13,60.7314
2015-12-12,49.8495
2015-12-11,56.3849
2015-12-10,57.8634
2015-12-09,57.8297
2015-12-08,61.6551
2015-12-07,50.3277
2015-12-06,55.5876
2015-12-05,53.0225
2015-12-04,66.1631
2015-12-03,68.501
2015-12-02,62.7511
2015-12-01,69.5547
2015-11-30,65.0761
2015-11-29,58.3624
2015-11-28,50.5022
2015-11-27,58.8243
2015-11-26,60.4242
2015-11-25,60.3127
2015-11-24,64.4802
2015-11-23,68.0937
2015-11-22,71.644
2015-11-21,41.6108
2015-11-20,43.3083
2015-11-19,61.0301
2015-11-18,72.3465
2015-11-17,72.343
2015-11-16,60.3671
2015-11-15,57.6962
2015-11-14,46.1221
2015-11-13,46.4339
2015-11-12,59.9758
2015-11-11,58.7994
2015-11-10,57.4001
2015-11-09,60.206
2015-11-08,55.067
2015-11-07,37.678
2015-11-06,44.599
2015-11-05,49.9726
2015-11-04,52.8605
2015-11-03,51.452
2015-11-02,48.3731
2015-11-01,46.2291
2015-10-31,36.2595
2015-10-30,40.3818
2015-10-29,46.7177
2015-10-28,50.3208
2015-10-27,54.6797
2015-10-26,52.9361
2015-10-25,50.0155
2015-10-24,42.1939
2015-10-23,45.6737
2015-10-22,48.0534
2015-10-21,47.0688
2015-10-20,52.3682
2015-10-19,53.4263
2015-10-18,54.6127
2015-10-17,42.0853
2015-10-16,44.7207
2015-10-15,54.6922
2015-10-14,49.7037
2015-10-13,50.9555
2015-10-12,50.141
2015-10-11,48.5027
2015-10-10,37.6451
2015-10-09,39.463
2015-10-08,48.1538
2015-10-07,49.6725
2015-10-06,45.9037
2015-10-05,47.1261
2015-10-04,46.3295
2015-10-03,41.7119
2015-10-02,43.8795
2015-10-01,51.7299
2015-09-30,46.8144
2015-09-29,45.0793
2015-09-28,46.9893
2015-09-27,44.7324
2015-09-26,37.597
2015-09-25,41.9815
2015-09-24,47.0139
2015-09-23,47.445
2015-09-22,48.2038
2015-09-21,51.5722
2015-09-20,43.3319
2015-09-19,40.1807
2015-09-18,45.3577
2015-09-17,50.5214
2015-09-16,57.9446
2015-09-15,51.9753
2015-09-14,51.1677
2015-09-13,49.6459
2015-09-12,44.74
2015-09-11,60.206
2015-09-10,54.0372
2015-09-09,50.111
2015-09-08,51.9865
2015-09-07,51.2798
2015-09-06,53.7038
2015-09-05,44.0885
2015-09-04,52.9583
2015-09-03,55.5374
2015-09-02,56.3939
2015-09-01,58.2677
2015-08-31,60.1322
2015-08-30,56.2921
2015-08-29,48.6858
2015-08-28,48.1601
2015-08-27,53.1304
2015-08-26,49.0024
2015-08-25,51.658
2015-08-24,48.6428
2015-08-23,50.7036
2015-08-22,43.7452
2015-08-21,46.1671
2015-08-20,45.2417
2015-08-19,42.5354
2015-08-18,48.6839
2015-08-17,49.4958
2015-08-16,48.0304
2015-08-15,46.1844
2015-08-14,47.6186
2015-08-13,51.5075
2015-08-12,51.544
2015-08-11,55.067
2015-08-10,55.8491
2015-08-09,57.245
2015-08-08,55.7025
2015-08-07,60.3877
2015-08-06,62.527
2015-08-05,65.0032
2015-08-04,59.4783
2015-08-03,60.6076
2015-08-02,60.7227
2015-08-01,57.6676
2015-07-31,58.3544
2015-07-30,68.3128
2015-07-29,69.588
2015-07-28,73.4285
2015-07-27,68.2253
2015-07-26,64.168
2015-07-25,50.5679
2015-07-24,58.8212
2015-07-23,90.3055
2015-07-22,127.4649
2015-07-21,105.1596
2015-07-20,80.4888
2015-07-19,70.8865
2015-07-18,57.062
2015-07-17,63.4128
2015-07-16,76.971
2015-07-15,77.736
2015-07-14,76.366
2015-07-13,68.2971
2015-07-12,59.5393
2015-07-11,37.678
2015-07-10,49.606
2015-07-09,66.5633
2015-07-08,75.5134
2015-07-07,70.6778
2015-07-06,67.8928
2015-07-05,61.263
2015-07-04,48.69
2015-07-03,50.2664
2015-07-02,52.9171
2015-07-01,52.2456
2015-06-30,48.8662
2015-06-29,51.362
2015-06-28,48.1361
2015-06-27,43.4933
2015-06-26,43.3085
2015-06-25,46.6548
2015-06-24,48.6233
2015-06-23,48.1589
2015-06-22,45.4415
2015-06-21,45.4717
2015-06-20,34.4922
2015-06-19,44.2581
2015-06-18,47.1403
2015-06-17,47.1349
2015-06-16,56.2435
2015-06-15,54.3615
2015-06-14,50.0407
2015-06-13,46.8167
2015-06-12,51.3147
2015-06-11,44.599
2015-06-10,49.5378
2015-06-09,49.7754
2015-06-08,50.7534
2015-06-07,52.5016
2015-06-06,46.2308
2015-06-05,47.7366
2015-06-04,51.8984
2015-06-03,54.4206
2015-06-02,52.8867
2015-06-01,44.699
2015-05-31,50.6191
2015-05-30,44.5004
2015-05-29,43.0114
2015-05-28,48.3097
2015-05-27,44.6973
2015-05-26,45.5151
2015-05-25,49.8843
2015-05-24,47.2876
2015-05-23,41.2015
2015-05-22,37.903
2015-05-21,46.0541
2015-05-20,48.5319
2015-05-19,47.5879
2015-05-18,49.9508
2015-05-17,50.2156
2015-05-16,38.4974
2015-05-15,49.7092
2015-05-14,49.8262
2015-05-13,46.6218
2015-05-12,54.3114
2015-05-11,53.793
2015-05-10,44.9548
2015-05-09,32.5188
2015-05-08,42.8929
2015-05-07,52.352
2015-05-06,53.3558
2015-05-05,59.0414
2015-05-04,54.2643
2015-05-03,62.5639
2015-05-02,45.123
2015-05-01,43.1937
2015-04-30,37.6723
2015-04-29,46.0272
2015-04-28,49.6374
2015-04-27,44.0154
2015-04-26,54.7985
2015-04-25,48.4816
2015-04-24,51.7278
2015-04-23,51.455
2015-04-22,49.8277
2015-04-21,48.1098
2015-04-20,43.3998
2015-04-19,51.9811
2015-04-18,49.317
2015-04-17,44.8952
2015-04-16,46.3707
2015-04-15,49.5001
2015-04-14,48.5159
2015-04-13,48.89
2015-04-12,53.4607
2015-04-11,46.7932
2015-04-10,53.4679
2015-04-09,48.5609
2015-04-08,49.3873
2015-04-07,46.6548
2015-04-06,47.9234
2015-04-05,32.7965
2015-04-04,38.6212
2015-04-03,52.6455
2015-04-02,43.824
2015-04-01,51.4206
2015-03-31,42.8019
2015-03-30,43.9673
2015-03-29,41.8834
2015-03-28,38.7452
2015-03-27,37.6745
2015-03-26,49.4202
2015-03-25,54.0382
2015-03-24,56.9669
2015-03-23,57.3337
2015-03-22,54.7299
2015-03-21,47.7598
2015-03-20,47.7105
2015-03-19,61.5723
2015-03-18,50.0117
2015-03-17,52.5121
2015-03-16,53.4814
2015-03-15,55.2289
2015-03-14,50.4159
2015-03-13,51.8571
2015-03-12,48.2119
2015-03-11,46.8602
2015-03-10,51.9984
2015-03-09,53.4231
2015-03-08,50.1391
2015-03-07,45.7315
2015-03-06,43.2331
2015-03-05,49.3985
2015-03-04,51.2906
2015-03-03,53.1578
2015-03-02,56.5983
2015-03-01,45.8507
2015-02-28,47.8958
2015-02-27,51.8705
2015-02-26,57.7039
2015-02-25,55.2046
2015-02-24,52.7283
2015-02-23,52.9713
2015-02-22,53.1614
2015-02-21,51.059
2015-02-20,48.978
2015-02-19,56.4117
2015-02-18,57.1348
2015-02-17,55.652
2015-02-16,52.4214
2015-02-15,55.7767
2015-02-14,52.5949
2015-02-13,59.3088
2015-02-12,56.3326
2015-02-11,61.9539
2015-02-10,60.0595
2015-02-09,58.9111
2015-02-08,56.903
2015-02-07,45.0157
2015-02-06,53.6558
2015-02-05,53.1429
2015-02-04,56.4777
2015-02-03,56.6671
2015-02-02,60.2438
2015-02-01,53.0446
2015-01-31,40.7245
2015-01-30,51.3536
2015-01-29,48.8138
2015-01-28,51.7532
2015-01-27,52.2145
2015-01-26,52.0031
2015-01-25,50.4379
2015-01-24,42.1994
2015-01-23,47.8199
2015-01-22,52.6647
2015-01-21,52.7716
2015-01-20,53.4879
2015-01-19,54.0272
2015-01-18,52.3335
2015-01-17,47.6668
2015-01-16,46.8599
2015-01-15,52.0504
2015-01-14,53.0626
2015-01-13,51.1192
2015-01-12,55.0994
2015-01-11,49.8409
2015-01-10,39.8051
2015-01-09,47.371
2015-01-08,56.3315
2015-01-07,60.7994
2015-01-06,60.3803
2015-01-05,50.4604
2015-01-04,53.3685
2015-01-03,45.1064
2015-01-02,50.533
2015-01-01,56.9881
2014-12-31,45.4721
2014-12-30,59.8995
2014-12-29,59.053
2014-12-28,54.1682
2014-12-27,47.3144
2014-12-26,60.8629
2014-12-25,48.9936
2014-12-24,49.1543
2014-12-23,59.1888
2014-12-22,58.2419
2014-12-21,61.6567
2014-12-20,56.9063
2014-12-19,61.6085
2014-12-18,60.4209
2014-12-17,62.3896
2014-12-16,64.2529
2014-12-15,64.1772
2014-12-14,62.9137
2014-12-13,53.0137
2014-12-12,58.3629
2014-12-11,64.8227
2014-12-10,61.1828
2014-12-09,58.9776
2014-12-08,63.7427
2014-12-07,56.7939
2014-12-06,62.2883
2014-12-05,57.1052
2014-12-04,64.7982
2014-12-03,67.6387
2014-12-02,65.4484
2014-12-01,65.775
2014-11-30,55.8086
2014-11-29,42.7288
2014-11-28,52.7694
2014-11-27,58.3765
2014-11-26,62.6004
2014-11-25,64.987
2014-11-24,61.6983
2014-11-23,60.3201
2014-11-22,50.1353
2014-11-21,53.6921
2014-11-20,56.6053
2014-11-19,56.1041
2014-11-18,58.8532
2014-11-17,52.4186
2014-11-16,52.3326
2014-11-15,41.2966
2014-11-14,45.1278
2014-11-13,54.5219
2014-11-12,55.5829
2014-11-11,57.4255
2014-11-10,59.1162
2014-11-09,60.1022
2014-11-08,39.0758
2014-11-07,51.0427
2014-11-06,54.4424
2014-11-05,53.276
2014-11-04,53.7846
2014-11-03,57.7598
2014-11-02,62.3248
2014-11-01,56.1978
2014-10-31,52.8981
2014-10-30,62.7598
2014-10-29,69.1373
2014-10-28,68.6592
2014-10-27,63.6798
2014-10-26,61.4258
2014-10-25,50.4133
2014-10-24,55.5475
2014-10-23,58.7336
2014-10-22,60.0325
2014-10-21,57.969
2014-10-20,65.4606
2014-10-19,67.4369
2014-10-18,50.566
2014-10-17,57.6786
2014-10-16,56.9548
2014-10-15,55.982
2014-10-14,57.9261
2014-10-13,60.1432
2014-10-12,64.1244
2014-10-11,55.6797
2014-10-10,63.0228
2014-10-09,66.7381
2014-10-08,71.2059
2014-10-07,76.817
2014-10-06,70.2426
2014-10-05,67.913
2014-10-04,56.3004
